Ekipman_ID,cbs_id
53135614.0,53135614.0
53135615.0,53135615.0
53135616.0,53135616.0
53135621.0,53135621.0
53135622.0,53135622.0
53135624.0,53135624.0
53135634.0,53135634.0
53135637.0,53135637.0
53135638.0,53135638.0
53135643.0,53135643.0
53135645.0,53135645.0
53135646.0,53135646.0
53135650.0,53135650.0
53135651.0,53135651.0
53135653.0,53135653.0
53135656.0,53135656.0
53135657.0,53135657.0
53135658.0,53135658.0
53135660.0,53135660.0
53135662.0,53135662.0
53135663.0,53135663.0
53135664.0,53135664.0
53135671.0,53135671.0
53135676.0,53135676.0
53135678.0,53135678.0
53135679.0,53135679.0
53135685.0,53135685.0
53135686.0,53135686.0
53135691.0,53135691.0
53135694.0,53135694.0
53135695.0,53135695.0
53135696.0,53135696.0
53135697.0,53135697.0
53135699.0,53135699.0
53135707.0,53135707.0
53135709.0,53135709.0
53135710.0,53135710.0
53135711.0,53135711.0
53135713.0,53135713.0
53135717.0,53135717.0
53135718.0,53135718.0
53135719.0,53135719.0
53135721.0,53135721.0
53135725.0,53135725.0
53135726.0,53135726.0
53135729.0,53135729.0
53135730.0,53135730.0
53135731.0,53135731.0
53135733.0,53135733.0
53135734.0,53135734.0
53135746.0,53135746.0
53135749.0,53135749.0
53135799.0,53135799.0
53135803.0,53135803.0
53135804.0,53135804.0
53135805.0,53135805.0
53135807.0,53135807.0
53135895.0,53135895.0
53135910.0,53135910.0
53135964.0,53135964.0
53135970.0,53135970.0
53136008.0,53136008.0
53136011.0,53136011.0
53136012.0,53136012.0
53136046.0,53136046.0
53136057.0,53136057.0
53136060.0,53136060.0
53136068.0,53136068.0
53136078.0,53136078.0
53136081.0,53136081.0
53136083.0,53136083.0
53136090.0,53136090.0
53136111.0,53136111.0
53136114.0,53136114.0
53136116.0,53136116.0
53136140.0,53136140.0
53136146.0,53136146.0
53136165.0,53136165.0
53136167.0,53136167.0
53136201.0,53136201.0
53136282.0,53136282.0
53136338.0,53136338.0
53136380.0,53136380.0
53136381.0,53136381.0
53136386.0,53136386.0
53136390.0,53136390.0
53136391.0,53136391.0
53136392.0,53136392.0
53136397.0,53136397.0
53136399.0,53136399.0
53136405.0,53136405.0
53136407.0,53136407.0
53136409.0,53136409.0
53136417.0,53136417.0
53136427.0,53136427.0
53136436.0,53136436.0
53136445.0,53136445.0
53136447.0,53136447.0
53136461.0,53136461.0
53136462.0,53136462.0
53136470.0,53136470.0
53136474.0,53136474.0
53136476.0,53136476.0
53136478.0,53136478.0
53136479.0,53136479.0
53136480.0,53136480.0
53136481.0,53136481.0
53136482.0,53136482.0
53136488.0,53136488.0
53136494.0,53136494.0
53136496.0,53136496.0
53136497.0,53136497.0
53136498.0,53136498.0
53136510.0,53136510.0
53136511.0,53136511.0
53136512.0,53136512.0
53136524.0,53136524.0
53136527.0,53136527.0
53136528.0,53136528.0
53136538.0,53136538.0
53136539.0,53136539.0
53136541.0,53136541.0
53136543.0,53136543.0
53136544.0,53136544.0
53136546.0,53136546.0
53136548.0,53136548.0
53136550.0,53136550.0
53136553.0,53136553.0
53136574.0,53136574.0
53136577.0,53136577.0
53136579.0,53136579.0
53136580.0,53136580.0
53136588.0,53136588.0
53136589.0,53136589.0
53136715.0,53136715.0
53137014.0,53137014.0
53137024.0,53137024.0
53137216.0,53137216.0
53137221.0,53137221.0
53138920.0,53138920.0
53138928.0,53138928.0
53138934.0,53138934.0
53138938.0,53138938.0
53138940.0,53138940.0
53138942.0,53138942.0
53138943.0,53138943.0
53138944.0,53138944.0
53138947.0,53138947.0
53138951.0,53138951.0
53138953.0,53138953.0
53138955.0,53138955.0
53138956.0,53138956.0
53138962.0,53138962.0
53138965.0,53138965.0
53138966.0,53138966.0
53138968.0,53138968.0
53138971.0,53138971.0
53138972.0,53138972.0
53138973.0,53138973.0
53138974.0,53138974.0
53139018.0,53139018.0
53139019.0,53139019.0
53139020.0,53139020.0
53139023.0,53139023.0
53139027.0,53139027.0
53139028.0,53139028.0
53139030.0,53139030.0
53139031.0,53139031.0
53139033.0,53139033.0
53139038.0,53139038.0
53139039.0,53139039.0
53139045.0,53139045.0
53139046.0,53139046.0
53139047.0,53139047.0
53139052.0,53139052.0
53139054.0,53139054.0
53139057.0,53139057.0
53139058.0,53139058.0
53139060.0,53139060.0
53139061.0,53139061.0
53139066.0,53139066.0
53139185.0,53139185.0
53139195.0,53139195.0
53139198.0,53139198.0
53139240.0,53139240.0
53139241.0,53139241.0
53139282.0,53139282.0
53139283.0,53139283.0
53139285.0,53139285.0
53139286.0,53139286.0
53139294.0,53139294.0
53139295.0,53139295.0
53139296.0,53139296.0
53139297.0,53139297.0
53139298.0,53139298.0
53139299.0,53139299.0
53139301.0,53139301.0
53139302.0,53139302.0
53139306.0,53139306.0
53139312.0,53139312.0
53139313.0,53139313.0
53139316.0,53139316.0
53139322.0,53139322.0
53139326.0,53139326.0
53139328.0,53139328.0
53139332.0,53139332.0
53139333.0,53139333.0
53139335.0,53139335.0
53139336.0,53139336.0
53139338.0,53139338.0
53139359.0,53139359.0
53139360.0,53139360.0
53139361.0,53139361.0
53139362.0,53139362.0
53139363.0,53139363.0
53139370.0,53139370.0
53139371.0,53139371.0
53139378.0,53139378.0
53139380.0,53139380.0
53139381.0,53139381.0
53139391.0,53139391.0
53139392.0,53139392.0
53139396.0,53139396.0
53139397.0,53139397.0
53139399.0,53139399.0
53139434.0,53139434.0
53139439.0,53139439.0
53139440.0,53139440.0
53139444.0,53139444.0
53139445.0,53139445.0
53139448.0,53139448.0
53139450.0,53139450.0
53139452.0,53139452.0
53139455.0,53139455.0
53139457.0,53139457.0
53139461.0,53139461.0
53139462.0,53139462.0
53139463.0,53139463.0
53139464.0,53139464.0
53139467.0,53139467.0
53139468.0,53139468.0
53139469.0,53139469.0
53139471.0,53139471.0
53139472.0,53139472.0
53139476.0,53139476.0
53139482.0,53139482.0
53139484.0,53139484.0
53139485.0,53139485.0
53139487.0,53139487.0
53139488.0,53139488.0
53139493.0,53139493.0
53139494.0,53139494.0
53139496.0,53139496.0
53139499.0,53139499.0
53139500.0,53139500.0
53139503.0,53139503.0
53139505.0,53139505.0
53139509.0,53139509.0
53139514.0,53139514.0
53139520.0,53139520.0
53139521.0,53139521.0
53139523.0,53139523.0
53139525.0,53139525.0
53139526.0,53139526.0
53139528.0,53139528.0
53139529.0,53139529.0
53139533.0,53139533.0
53139535.0,53139535.0
53139537.0,53139537.0
53139544.0,53139544.0
53139550.0,53139550.0
53139563.0,53139563.0
53139564.0,53139564.0
53139566.0,53139566.0
53139567.0,53139567.0
53139575.0,53139575.0
53139576.0,53139576.0
53139582.0,53139582.0
53139583.0,53139583.0
53139584.0,53139584.0
53139585.0,53139585.0
53139588.0,53139588.0
53139595.0,53139595.0
53139598.0,53139598.0
53139599.0,53139599.0
53139602.0,53139602.0
53139604.0,53139604.0
53139605.0,53139605.0
53139608.0,53139608.0
53139614.0,53139614.0
53139616.0,53139616.0
53139644.0,53139644.0
53139646.0,53139646.0
53139655.0,53139655.0
53139656.0,53139656.0
53139660.0,53139660.0
53139665.0,53139665.0
53139667.0,53139667.0
53139692.0,53139692.0
53139695.0,53139695.0
53139696.0,53139696.0
53139697.0,53139697.0
53139700.0,53139700.0
53139701.0,53139701.0
53139703.0,53139703.0
53139705.0,53139705.0
53139707.0,53139707.0
53139708.0,53139708.0
53139709.0,53139709.0
53139710.0,53139710.0
53139732.0,53139732.0
53139734.0,53139734.0
53139739.0,53139739.0
53139740.0,53139740.0
53139745.0,53139745.0
53139751.0,53139751.0
53139756.0,53139756.0
53139757.0,53139757.0
53139770.0,53139770.0
53139773.0,53139773.0
53139785.0,53139785.0
53139787.0,53139787.0
53139832.0,53139832.0
53139834.0,53139834.0
53139837.0,53139837.0
53139838.0,53139838.0
53139839.0,53139839.0
53139841.0,53139841.0
53139846.0,53139846.0
53139847.0,53139847.0
53139848.0,53139848.0
53139854.0,53139854.0
53139855.0,53139855.0
53139856.0,53139856.0
53139859.0,53139859.0
53139860.0,53139860.0
53139861.0,53139861.0
53139862.0,53139862.0
53139871.0,53139871.0
53139873.0,53139873.0
53139874.0,53139874.0
53139883.0,53139883.0
53139900.0,53139900.0
53139905.0,53139905.0
53139908.0,53139908.0
53139923.0,53139923.0
53139933.0,53139933.0
53139937.0,53139937.0
53139941.0,53139941.0
53139943.0,53139943.0
53139944.0,53139944.0
53139947.0,53139947.0
53139952.0,53139952.0
53139955.0,53139955.0
53139964.0,53139964.0
53139966.0,53139966.0
53139967.0,53139967.0
53139969.0,53139969.0
53139970.0,53139970.0
53139973.0,53139973.0
53139974.0,53139974.0
53139982.0,53139982.0
53139984.0,53139984.0
53139989.0,53139989.0
53139992.0,53139992.0
53139994.0,53139994.0
53140003.0,53140003.0
53140010.0,53140010.0
53140022.0,53140022.0
53140055.0,53140055.0
53140068.0,53140068.0
53140078.0,53140078.0
53140079.0,53140079.0
53140080.0,53140080.0
53140081.0,53140081.0
53140088.0,53140088.0
53140090.0,53140090.0
53140091.0,53140091.0
53140094.0,53140094.0
53140095.0,53140095.0
53140096.0,53140096.0
53140100.0,53140100.0
53140103.0,53140103.0
53140104.0,53140104.0
53140106.0,53140106.0
53140187.0,53140187.0
53140189.0,53140189.0
53140190.0,53140190.0
53140197.0,53140197.0
53140203.0,53140203.0
53140207.0,53140207.0
53140215.0,53140215.0
53140218.0,53140218.0
53140221.0,53140221.0
53140228.0,53140228.0
53140230.0,53140230.0
53140231.0,53140231.0
53140250.0,53140250.0
53140251.0,53140251.0
53140252.0,53140252.0
53140257.0,53140257.0
53140258.0,53140258.0
53140260.0,53140260.0
53140264.0,53140264.0
53140266.0,53140266.0
53140269.0,53140269.0
53140281.0,53140281.0
53140291.0,53140291.0
53140292.0,53140292.0
53140293.0,53140293.0
53140294.0,53140294.0
53140296.0,53140296.0
53140297.0,53140297.0
53140315.0,53140315.0
53140331.0,53140331.0
53140340.0,53140340.0
53140352.0,53140352.0
53140355.0,53140355.0
53140381.0,53140381.0
53140382.0,53140382.0
53140384.0,53140384.0
53140385.0,53140385.0
53140391.0,53140391.0
53140392.0,53140392.0
53140395.0,53140395.0
53140396.0,53140396.0
53140399.0,53140399.0
53140405.0,53140405.0
53140406.0,53140406.0
53140408.0,53140408.0
53140409.0,53140409.0
53140417.0,53140417.0
53140419.0,53140419.0
53140422.0,53140422.0
53140424.0,53140424.0
53140441.0,53140441.0
53140457.0,53140457.0
53140463.0,53140463.0
53140468.0,53140468.0
53140470.0,53140470.0
53140475.0,53140475.0
53140479.0,53140479.0
53140486.0,53140486.0
53140487.0,53140487.0
53140495.0,53140495.0
53140496.0,53140496.0
53140497.0,53140497.0
56352503.0,56352503.0
56352525.0,56352525.0
56354147.0,56354147.0
56354422.0,56354422.0
56354423.0,56354423.0
56354666.0,56354666.0
56354667.0,56354667.0
56355000.0,56355000.0
56355078.0,56355078.0
56355197.0,56355197.0
56355415.0,56355415.0
56355664.0,56355664.0
56355968.0,56355968.0
56356109.0,56356109.0
56356187.0,56356187.0
56357122.0,56357122.0
56357164.0,56357164.0
56357637.0,56357637.0
56357985.0,56357985.0
56359019.0,56359019.0
56361803.0,56361803.0
56361989.0,56361989.0
56362014.0,56362014.0
56362366.0,56362366.0
56363778.0,56363778.0
56364934.0,56364934.0
56366214.0,56366214.0
56367969.0,56367969.0
56368289.0,56368289.0
56368607.0,56368607.0
56368633.0,56368633.0
56368680.0,56368680.0
56368982.0,56368982.0
56368988.0,56368988.0
56369365.0,56369365.0
56369366.0,56369366.0
56369501.0,56369501.0
56369515.0,56369515.0
56369671.0,56369671.0
56369672.0,56369672.0
56369766.0,56369766.0
56369796.0,56369796.0
56370065.0,56370065.0
56371783.0,56371783.0
56371799.0,56371799.0
56372725.0,56372725.0
56373069.0,56373069.0
56376568.0,56376568.0
56377699.0,56377699.0
56377987.0,56377987.0
56379882.0,56379882.0
56379901.0,56379901.0
56380246.0,56380246.0
56381252.0,56381252.0
56381563.0,56381563.0
56382642.0,56382642.0
56383202.0,56383202.0
56384100.0,56384100.0
56384115.0,56384115.0
56384123.0,56384123.0
56384283.0,56384283.0
56384285.0,56384285.0
56384307.0,56384307.0
56384325.0,56384325.0
56384343.0,56384343.0
56384361.0,56384361.0
56384370.0,56384370.0
56384387.0,56384387.0
56384392.0,56384392.0
56384393.0,56384393.0
56384396.0,56384396.0
56384397.0,56384397.0
56384398.0,56384398.0
56384404.0,56384404.0
56384405.0,56384405.0
56384562.0,56384562.0
56384563.0,56384563.0
56384628.0,56384628.0
56384629.0,56384629.0
56384636.0,56384636.0
56384659.0,56384659.0
56384660.0,56384660.0
56384677.0,56384677.0
56384678.0,56384678.0
56384683.0,56384683.0
56384691.0,56384691.0
56384693.0,56384693.0
56384702.0,56384702.0
56384706.0,56384706.0
56384721.0,56384721.0
56384722.0,56384722.0
56384915.0,56384915.0
56384927.0,56384927.0
56384928.0,56384928.0
56384929.0,56384929.0
56384930.0,56384930.0
56384931.0,56384931.0
56384934.0,56384934.0
56384936.0,56384936.0
56384937.0,56384937.0
56384955.0,56384955.0
56384959.0,56384959.0
56384960.0,56384960.0
56384968.0,56384968.0
56384969.0,56384969.0
56385008.0,56385008.0
56385009.0,56385009.0
56385011.0,56385011.0
56385015.0,56385015.0
56385020.0,56385020.0
56385021.0,56385021.0
56385032.0,56385032.0
56385047.0,56385047.0
56385048.0,56385048.0
56385055.0,56385055.0
56385059.0,56385059.0
56385075.0,56385075.0
56385087.0,56385087.0
56385209.0,56385209.0
56385227.0,56385227.0
56385231.0,56385231.0
56385260.0,56385260.0
56385261.0,56385261.0
56385266.0,56385266.0
56385267.0,56385267.0
56385268.0,56385268.0
56385301.0,56385301.0
56385312.0,56385312.0
56385319.0,56385319.0
56385329.0,56385329.0
56385332.0,56385332.0
56385347.0,56385347.0
56385348.0,56385348.0
56385375.0,56385375.0
56385376.0,56385376.0
56385391.0,56385391.0
56385424.0,56385424.0
56385534.0,56385534.0
56385559.0,56385559.0
56385581.0,56385581.0
56385640.0,56385640.0
56385653.0,56385653.0
56385659.0,56385659.0
56385664.0,56385664.0
56385691.0,56385691.0
56385704.0,56385704.0
56385740.0,56385740.0
56385761.0,56385761.0
56385762.0,56385762.0
56385766.0,56385766.0
56385767.0,56385767.0
56385775.0,56385775.0
56385776.0,56385776.0
56385779.0,56385779.0
56385882.0,56385882.0
56385883.0,56385883.0
56385885.0,56385885.0
56385893.0,56385893.0
56385922.0,56385922.0
56385923.0,56385923.0
56385924.0,56385924.0
56385930.0,56385930.0
56385962.0,56385962.0
56385965.0,56385965.0
56385981.0,56385981.0
56385987.0,56385987.0
56386002.0,56386002.0
56386004.0,56386004.0
56386007.0,56386007.0
56386028.0,56386028.0
56386029.0,56386029.0
56386030.0,56386030.0
56386035.0,56386035.0
56386081.0,56386081.0
56386095.0,56386095.0
56386113.0,56386113.0
56386291.0,56386291.0
56386293.0,56386293.0
56386318.0,56386318.0
56386320.0,56386320.0
56386394.0,56386394.0
56386396.0,56386396.0
56386408.0,56386408.0
56386412.0,56386412.0
56386413.0,56386413.0
56386416.0,56386416.0
56386417.0,56386417.0
56386451.0,56386451.0
56386457.0,56386457.0
56386461.0,56386461.0
56386466.0,56386466.0
56386562.0,56386562.0
56386584.0,56386584.0
56386585.0,56386585.0
56386590.0,56386590.0
56386591.0,56386591.0
56386592.0,56386592.0
56386605.0,56386605.0
56386617.0,56386617.0
56386638.0,56386638.0
56386642.0,56386642.0
56386643.0,56386643.0
56386648.0,56386648.0
56386649.0,56386649.0
56386653.0,56386653.0
56386657.0,56386657.0
56386665.0,56386665.0
56386667.0,56386667.0
56386668.0,56386668.0
56386669.0,56386669.0
56386673.0,56386673.0
56386686.0,56386686.0
56386694.0,56386694.0
56386695.0,56386695.0
56386696.0,56386696.0
56386713.0,56386713.0
56386719.0,56386719.0
56386720.0,56386720.0
56386722.0,56386722.0
56386723.0,56386723.0
56386725.0,56386725.0
56386726.0,56386726.0
56386730.0,56386730.0
56386742.0,56386742.0
56386749.0,56386749.0
56386762.0,56386762.0
56386785.0,56386785.0
56386792.0,56386792.0
56386898.0,56386898.0
56386913.0,56386913.0
56386928.0,56386928.0
56386929.0,56386929.0
56386981.0,56386981.0
56386991.0,56386991.0
56386992.0,56386992.0
56386993.0,56386993.0
56387001.0,56387001.0
56387004.0,56387004.0
56387021.0,56387021.0
56387027.0,56387027.0
56387038.0,56387038.0
56387045.0,56387045.0
56387048.0,56387048.0
56387049.0,56387049.0
56387071.0,56387071.0
56387075.0,56387075.0
56387117.0,56387117.0
56387147.0,56387147.0
56387148.0,56387148.0
56387149.0,56387149.0
56387161.0,56387161.0
56387281.0,56387281.0
56387292.0,56387292.0
56387345.0,56387345.0
56387346.0,56387346.0
56387363.0,56387363.0
56387375.0,56387375.0
56387379.0,56387379.0
56387386.0,56387386.0
56387407.0,56387407.0
56387411.0,56387411.0
56387412.0,56387412.0
56387415.0,56387415.0
56387416.0,56387416.0
56387452.0,56387452.0
56387458.0,56387458.0
56387462.0,56387462.0
56387470.0,56387470.0
56387471.0,56387471.0
56387474.0,56387474.0
56387493.0,56387493.0
56387496.0,56387496.0
56387598.0,56387598.0
56387618.0,56387618.0
56387632.0,56387632.0
56387682.0,56387682.0
56387683.0,56387683.0
56387684.0,56387684.0
56387685.0,56387685.0
56387688.0,56387688.0
56387691.0,56387691.0
56387692.0,56387692.0
56387705.0,56387705.0
56387707.0,56387707.0
56387708.0,56387708.0
56387709.0,56387709.0
56387710.0,56387710.0
56387726.0,56387726.0
56387732.0,56387732.0
56387740.0,56387740.0
56387741.0,56387741.0
56387745.0,56387745.0
56387747.0,56387747.0
56387748.0,56387748.0
56387749.0,56387749.0
56387750.0,56387750.0
56387751.0,56387751.0
56387764.0,56387764.0
56387765.0,56387765.0
56387802.0,56387802.0
56387952.0,56387952.0
56387966.0,56387966.0
56387967.0,56387967.0
56387988.0,56387988.0
56388003.0,56388003.0
56388004.0,56388004.0
56388011.0,56388011.0
56388034.0,56388034.0
56388054.0,56388054.0
56388055.0,56388055.0
56388060.0,56388060.0
56388070.0,56388070.0
56388072.0,56388072.0
56388079.0,56388079.0
56388080.0,56388080.0
56388083.0,56388083.0
56388084.0,56388084.0
56388085.0,56388085.0
56388087.0,56388087.0
56388088.0,56388088.0
56388089.0,56388089.0
56388093.0,56388093.0
56388100.0,56388100.0
56388102.0,56388102.0
56388103.0,56388103.0
56388106.0,56388106.0
56388165.0,56388165.0
56388186.0,56388186.0
56388283.0,56388283.0
56388296.0,56388296.0
56388371.0,56388371.0
56388376.0,56388376.0
56388377.0,56388377.0
56388398.0,56388398.0
56388401.0,56388401.0
56388403.0,56388403.0
56388422.0,56388422.0
56388423.0,56388423.0
56388430.0,56388430.0
56388432.0,56388432.0
56388441.0,56388441.0
56388490.0,56388490.0
56388491.0,56388491.0
56388711.0,56388711.0
56388736.0,56388736.0
56388740.0,56388740.0
56388757.0,56388757.0
56388759.0,56388759.0
56388760.0,56388760.0
56388788.0,56388788.0
56388789.0,56388789.0
56388791.0,56388791.0
56388805.0,56388805.0
56388821.0,56388821.0
56388836.0,56388836.0
56388838.0,56388838.0
56388839.0,56388839.0
56388846.0,56388846.0
56388847.0,56388847.0
56389059.0,56389059.0
56389072.0,56389072.0
56389076.0,56389076.0
56389077.0,56389077.0
56389082.0,56389082.0
56389083.0,56389083.0
56389089.0,56389089.0
56389097.0,56389097.0
56389098.0,56389098.0
56389099.0,56389099.0
56389104.0,56389104.0
56389107.0,56389107.0
56389108.0,56389108.0
56389117.0,56389117.0
56389123.0,56389123.0
56389126.0,56389126.0
56389127.0,56389127.0
56389139.0,56389139.0
56389153.0,56389153.0
56389287.0,56389287.0
56389540.0,56389540.0
56389549.0,56389549.0
56389553.0,56389553.0
56389559.0,56389559.0
56389563.0,56389563.0
56389565.0,56389565.0
56389568.0,56389568.0
56389577.0,56389577.0
56389579.0,56389579.0
56389589.0,56389589.0
56389606.0,56389606.0
56389613.0,56389613.0
56389633.0,56389633.0
56389643.0,56389643.0
56389653.0,56389653.0
56389660.0,56389660.0
56389661.0,56389661.0
56389663.0,56389663.0
56389726.0,56389726.0
56389729.0,56389729.0
56389753.0,56389753.0
56389755.0,56389755.0
56389759.0,56389759.0
56389764.0,56389764.0
56389773.0,56389773.0
56389774.0,56389774.0
56389778.0,56389778.0
56389780.0,56389780.0
56389785.0,56389785.0
56389796.0,56389796.0
56389799.0,56389799.0
56389801.0,56389801.0
56389806.0,56389806.0
56389807.0,56389807.0
56389816.0,56389816.0
56389817.0,56389817.0
56389824.0,56389824.0
56389854.0,56389854.0
56389855.0,56389855.0
56389865.0,56389865.0
56389873.0,56389873.0
56389876.0,56389876.0
56389877.0,56389877.0
